Date,High,Low,Open,Close,Volume,Adj Close
2015-06-30,3.163909912109375,3.109450101852417,3.119349956512451,3.149060010910034,1274338.0,2.716651678085327
2015-07-01,3.2876999378204346,3.1292600631713867,3.1292600631713867,3.2778000831604004,1238987.0,2.827713966369629
2015-07-02,3.337209939956665,3.238179922103882,3.238179922103882,3.337209939956665,814617.0,2.8789658546447754
2015-07-03,3.3174099922180176,3.2282800674438477,3.2876999378204346,3.267889976501465,587568.0,2.819164752960205
2015-07-06,3.2282800674438477,3.168869972229004,3.2282800674438477,3.1985700130462646,487824.0,2.7593634128570557
2015-07-07,3.297600030899048,3.178770065307617,3.208479881286621,3.267889976501465,1473268.0,2.819164752960205
2015-07-08,3.2480900287628174,3.1886699199676514,3.208479881286621,3.1886699199676514,1110632.0,2.7508227825164795
2015-07-09,3.208479881286621,3.109450101852417,3.1589601039886475,3.178770065307617,1692915.0,2.742281913757324
2015-07-10,3.2282800674438477,3.1292600631713867,3.2183799743652344,3.149060010910034,1355742.0,2.716651678085327
2015-07-13,3.1985700130462646,3.119349956512451,3.139159917831421,3.139159917831421,667063.0,2.708111047744751
2015-07-14,3.208479881286621,3.139159917831421,3.1985700130462646,3.1589601039886475,817150.0,2.7251927852630615
2015-07-15,3.178770065307617,3.139159917831421,3.178770065307617,3.1589601039886475,3436098.0,2.7251927852630615
2015-07-16,3.208479881286621,3.1292600631713867,3.208479881286621,3.178770065307617,1263114.0,2.742281913757324
2015-07-17,3.1985700130462646,3.1292600631713867,3.1886699199676514,3.1589601039886475,739350.0,2.7251927852630615
2015-07-20,3.178770065307617,3.089639902114868,3.1589601039886475,3.109450101852417,1486736.0,2.682480812072754
2015-07-21,3.297600030899048,3.1143999099731445,3.139159917831421,3.2778000831604004,1801439.0,2.827713966369629
2015-07-22,3.337209939956665,3.2579898834228516,3.267889976501465,3.2778000831604004,1303381.0,2.827713966369629
2015-07-23,3.396630048751831,3.2778000831604004,3.2778000831604004,3.337209939956665,1756945.0,2.8789658546447754
2015-07-24,3.3471100330352783,3.2876999378204346,3.337209939956665,3.307499885559082,1241940.0,2.8533356189727783
2015-07-27,3.3570199012756348,3.297600030899048,3.297600030899048,3.3471100330352783,1182845.0,2.8875069618225098
2015-07-28,3.4065299034118652,3.292649984359741,3.307499885559082,3.337209939956665,1503156.0,2.8789658546447754
2015-07-29,3.366919994354248,3.307499885559082,3.3570199012756348,3.337209939956665,1820714.0,2.8789658546447754
2015-07-30,3.3768200874328613,3.337209939956665,3.3471100330352783,3.3570199012756348,852195.0,2.8960556983947754
2015-07-31,3.4065299034118652,3.3471100330352783,3.366919994354248,3.3867299556732178,933833.0,2.9216861724853516
2015-08-03,3.4461400508880615,3.396630048751831,3.4164299964904785,3.4461400508880615,735218.0,2.972938299179077
2015-08-04,3.5055599212646484,3.4461400508880615,3.4659500122070312,3.4659500122070312,1044270.0,2.9900283813476562
2015-08-05,3.4560399055480957,3.366919994354248,3.4560399055480957,3.396630048751831,745187.0,2.930227041244507
2015-08-06,3.4164299964904785,3.3471100330352783,3.3867299556732178,3.396630048751831,1088120.0,2.930227041244507
2015-08-07,3.4065299034118652,3.337209939956665,3.3570199012756348,3.3768200874328613,659293.0,2.913137197494507
2015-08-10,3.396630048751831,3.3570199012756348,3.366919994354248,3.396630048751831,523182.0,2.930227041244507
2015-08-11,3.4065299034118652,3.327310085296631,3.4065299034118652,3.3768200874328613,600672.0,2.913137197494507
2015-08-12,3.4164299964904785,3.297600030899048,3.3867299556732178,3.297600030899048,1626241.0,2.8447954654693604
2015-08-13,3.366919994354248,3.2876999378204346,3.2876999378204346,3.307499885559082,801279.0,2.8533356189727783
2015-08-14,3.3570199012756348,3.2876999378204346,3.2876999378204346,3.337209939956665,575057.0,2.8789658546447754
2015-08-17,3.3768200874328613,3.297600030899048,3.3570199012756348,3.297600030899048,694930.0,2.8447954654693604
2015-08-18,3.3867299556732178,3.297600030899048,3.297600030899048,3.297600030899048,1168680.0,2.8447954654693604
2015-08-19,3.396630048751831,3.327310085296631,3.327310085296631,3.366919994354248,2329771.0,2.9045963287353516
2015-08-20,3.4857499599456787,3.3174099922180176,3.4857499599456787,3.3570199012756348,1622432.0,2.8960556983947754
2015-08-21,3.4560399055480957,3.3174099922180176,3.3174099922180176,3.426340103149414,1731978.0,2.955857753753662
2015-08-24,3.396630048751831,3.297600030899048,3.3570199012756348,3.3174099922180176,3012097.0,2.8618850708007812
2015-08-25,3.3471100330352783,3.1886699199676514,3.267889976501465,3.3471100330352783,2162475.0,2.8875069618225098
2015-08-26,3.3570199012756348,3.297600030899048,3.297600030899048,3.327310085296631,1465327.0,2.8704257011413574
2015-08-27,3.3471100330352783,3.168869972229004,3.3471100330352783,3.208479881286621,2330239.0,2.7679126262664795
2015-08-28,3.5154600143432617,3.297600030899048,3.4164299964904785,3.426340103149414,1654676.0,2.955857753753662
2015-08-31,3.4362399578094482,3.307499885559082,3.4065299034118652,3.3867299556732178,1423837.0,2.9216861724853516
2015-09-01,3.4164299964904785,3.3174099922180176,3.3471100330352783,3.337209939956665,1523276.0,2.8789658546447754
2015-09-02,3.327310085296631,3.2778000831604004,3.307499885559082,3.3174099922180176,2004235.0,2.8618850708007812
2015-09-03,3.3570199012756348,3.2579898834228516,3.337209939956665,3.2579898834228516,1044323.0,2.810624122619629
2015-09-04,3.4164299964904785,3.2579898834228516,3.267889976501465,3.396630048751831,1281539.0,2.930227041244507
2015-09-07,3.3768200874328613,3.2183799743652344,3.3570199012756348,3.307499885559082,1301303.0,2.8533356189727783
2015-09-08,3.4362399578094482,3.3174099922180176,3.3174099922180176,3.3768200874328613,1643813.0,2.913137197494507
2015-09-09,3.5055599212646484,3.3768200874328613,3.4164299964904785,3.4461400508880615,4584114.0,2.972938299179077
2015-09-10,3.4659500122070312,3.337209939956665,3.3471100330352783,3.4461400508880615,1305096.0,2.972938299179077
2015-09-11,3.525360107421875,3.4164299964904785,3.4461400508880615,3.4758501052856445,3273355.0,2.9985692501068115
2015-09-14,3.584779977798462,3.4956600666046143,3.5154600143432617,3.584779977798462,1744777.0,3.092541456222534
2015-09-15,3.555069923400879,3.4312899112701416,3.555069923400879,3.5154600143432617,2611303.0,3.0327401161193848
2015-09-16,3.6640000343322754,3.525360107421875,3.525360107421875,3.6342899799346924,2098700.0,3.1352527141571045
2015-09-17,3.6937100887298584,3.6095399856567383,3.6937100887298584,3.614490032196045,2710220.0,3.1181719303131104
2015-09-18,3.6045799255371094,3.4956600666046143,3.5154600143432617,3.555069923400879,2972166.0,3.1541762351989746
2015-09-21,3.525360107421875,3.4461400508880615,3.4857499599456787,3.5055599212646484,1741419.0,3.1102490425109863
2015-09-22,3.569930076599121,3.5352699756622314,3.555069923400879,3.564970016479492,1134197.0,3.162959337234497
2015-09-23,3.6045799255371094,3.525360107421875,3.5352699756622314,3.594680070877075,3406412.0,3.189318895339966
2015-09-24,3.713510036468506,3.564970016479492,3.6045799255371094,3.713510036468506,1208566.0,3.2947490215301514
2015-09-25,3.758080005645752,3.6640000343322754,3.7234199047088623,3.7333199977874756,1076744.0,3.3123252391815186
2015-09-28,3.787790060043335,3.713510036468506,3.713510036468506,3.7630300521850586,929771.0,3.3386850357055664
2015-09-29,3.6937100887298584,3.644200086593628,3.6640000343322754,3.654099941253662,4914902.0,3.2420384883880615
2015-09-30,3.8521499633789062,3.594680070877075,3.594680070877075,3.8521499633789062,3177681.0,3.417754888534546
2015-10-01,3.8521499633789062,3.782829999923706,3.812540054321289,3.812540054321289,7351095.0,3.3826119899749756
2015-10-02,3.871959924697876,3.743220090866089,3.7630300521850586,3.7927401065826416,1023366.0,3.3650450706481934
2015-10-04,3.871959924697876,3.7729299068450928,3.7729299068450928,3.871959924697876,339273.0,3.435330867767334
2015-10-05,3.9115700721740723,3.782829999923706,3.901669979095459,3.812540054321289,1080032.0,3.3826119899749756
2015-10-06,3.842250108718872,3.7531299591064453,3.812540054321289,3.802639961242676,1271790.0,3.373828172683716
2015-10-07,3.8521499633789062,3.683809995651245,3.842250108718872,3.683809995651245,1293677.0,3.2683982849121094
2015-10-08,3.7630300521850586,3.7234199047088623,3.7234199047088623,3.7630300521850586,1148718.0,3.3386850357055664
2015-10-11,3.7531299591064453,3.708559989929199,3.743220090866089,3.7333199977874756,718453.0,3.3123252391815186
2015-10-12,3.7729299068450928,3.713510036468506,3.7729299068450928,3.7531299591064453,1201519.0,3.3299012184143066
2015-10-13,3.7729299068450928,3.7333199977874756,3.7531299591064453,3.743220090866089,1479158.0,3.321108818054199
2015-10-14,3.7679800987243652,3.6937100887298584,3.7630300521850586,3.743220090866089,1352277.0,3.321108818054199
2015-10-15,3.8471999168395996,3.7333199977874756,3.812540054321289,3.842250108718872,1556027.0,3.4089715480804443
2015-10-18,3.862060070037842,3.8224399089813232,3.842250108718872,3.8521499633789062,819780.0,3.417754888534546
2015-10-19,3.9066200256347656,3.8224399089813232,3.8224399089813232,3.901669979095459,851461.0,3.461690664291382
2015-10-20,3.89670991897583,3.832350015640259,3.8917601108551025,3.8521499633789062,869104.0,3.417754888534546
2015-10-21,3.8917601108551025,3.802639961242676,3.8917601108551025,3.871959924697876,857805.0,3.435330867767334
2015-10-22,3.9907898902893066,3.8917601108551025,3.9115700721740723,3.9907898902893066,1910334.0,3.5407609939575195
2015-10-25,4.00068998336792,3.8471999168395996,3.9907898902893066,3.8818600177764893,1081860.0,3.444114923477173
2015-10-26,3.901669979095459,3.8521499633789062,3.871959924697876,3.8917601108551025,1499764.0,3.4528982639312744
2015-10-27,3.9313700199127197,3.862060070037842,3.8917601108551025,3.9115700721740723,1397261.0,3.4704742431640625
2015-10-28,3.941279888153076,3.832350015640259,3.941279888153076,3.8818600177764893,816535.0,3.444114923477173
